🇨🇳电视频道,#genre#
安徽卫视,http://106.115.26.82:9999/tsfile/live/0130_1.m3u8
辽宁卫视,http://106.115.26.82:9999/tsfile/live/0121_1.m3u8
山东卫视,http://106.115.26.82:9999/tsfile/live/0131_1.m3u8
云南卫视,http://106.115.26.82:9999/tsfile/live/0119_1.m3u8
河南卫视,http://106.115.26.82:9999/tsfile/live/0139_1.m3u8
四川卫视,http://106.115.26.82:9999/tsfile/live/0123_1.m3u8
江西卫视,http://106.115.26.82:9999/tsfile/live/0138_1.m3u8
贵州卫视,http://106.115.26.82:9999/tsfile/live/0120_1.m3u8
湖北卫视,http://106.115.26.82:9999/tsfile/live/0132_1.m3u8
东方卫视,http://106.115.26.82:9999/tsfile/live/0107_1.m3u8
重庆卫视,http://106.115.26.82:9999/tsfile/live/0142_1.m3u8
东南卫视,http://106.115.26.82:9999/tsfile/live/0137_1.m3u8
广东卫视,http://106.115.26.82:9999/tsfile/live/0125_1.m3u8
广西卫视,http://106.115.26.82:9999/tsfile/live/0113_1.m3u8
吉林卫视,http://106.115.26.82:9999/tsfile/live/0116_1.m3u8
陕西卫视,http://106.115.26.82:9999/tsfile/live/0136_1.m3u8
山西卫视,http://106.115.26.82:9999/tsfile/live/0118_1.m3u8
内蒙古卫视,http://106.115.26.82:9999/tsfile/live/0109_1.m3u8
青海卫视,http://106.115.26.82:9999/tsfile/live/0140_1.m3u8
宁夏卫视,http://106.115.26.82:9999/tsfile/live/0112_1.m3u8
西藏卫视,http://106.115.26.82:9999/tsfile/live/0111_1.m3u8
新疆卫视,http://106.115.26.82:9999/tsfile/live/0110_1.m3u8
甘肃卫视,http://106.115.26.82:9999/tsfile/live/0141_1.m3u8
卡酷动画,http://106.115.26.82:9999/tsfile/live/1019_1.m3u8
金鹰卡通,http://106.115.26.82:9999/tsfile/live/1020_1.m3u8
梨园,http://106.115.26.82:9999/tsfile/live/1021_1.m3u8
邯郸新闻综合,http://106.115.26.82:9999/tsfile/live/1023_1.m3u8
风云剧场,http://106.115.26.82:9999/tsfile/live/1024_1.m3u8
怀旧剧场,http://106.115.26.82:9999/tsfile/live/1025_1.m3u8
都市剧场,http://106.115.26.82:9999/tsfile/live/1026_1.m3u8
风云足球,http://106.115.26.82:9999/tsfile/live/1027_1.m3u8
魏县电视台,http://106.115.26.82:9999/tsfile/live/1028_1.m3u8
CCTV-1,http://106.115.24.168:9999/tsfile/live/1000_1.m3u8
CCTV-2,http://106.115.24.168:9999/tsfile/live/1001_1.m3u8
CCTV-3,http://106.115.24.168:9999/tsfile/live/1002_1.m3u8
CCTV-4,http://106.115.24.168:9999/tsfile/live/1003_1.m3u8
CCTV-5,http://106.115.24.168:9999/tsfile/live/1004_1.m3u8
CCTV-6,http://106.115.24.168:9999/tsfile/live/0006_1.m3u8
CCTV-7,http://106.115.24.168:9999/tsfile/live/0007_1.m3u8
CCTV-8,http://106.115.24.168:9999/tsfile/live/0008_1.m3u8
CCTV-9,http://106.115.24.168:9999/tsfile/live/0009_1.m3u8
CCTV-10,http://106.115.24.168:9999/tsfile/live/0010_1.m3u8
CCTV-11,http://106.115.24.168:9999/tsfile/live/0011_1.m3u8
CCTV-12,http://106.115.24.168:9999/tsfile/live/0012_1.m3u8
CCTV-13,http://106.115.24.168:9999/tsfile/live/0013_1.m3u8
CCTV-14,http://106.115.24.168:9999/tsfile/live/0014_1.m3u8
CCTV-15,http://106.115.24.168:9999/tsfile/live/0015_1.m3u8
河北卫视,http://106.115.24.168:9999/tsfile/live/0117_1.m3u8
河北经济,http://106.115.24.168:9999/tsfile/live/1005_1.m3u8
河北都市,http://106.115.24.168:9999/tsfile/live/1006_1.m3u8
河北影视,http://106.115.24.168:9999/tsfile/live/1007_1.m3u8
河北少儿科教,http://106.115.24.168:9999/tsfile/live/1008_1.m3u8
河北公共,http://106.115.24.168:9999/tsfile/live/1009_1.m3u8
河北农民,http://106.115.24.168:9999/tsfile/live/1010_1.m3u8
北京卫视高清,http://106.115.24.168:9999/tsfile/live/1011_1.m3u8
湖南卫视高清,http://106.115.24.168:9999/tsfile/live/1012_1.m3u8
黑龙江卫视高清,http://106.115.24.168:9999/tsfile/live/1013_1.m3u8
深圳卫视高清,http://106.115.24.168:9999/tsfile/live/1014_1.m3u8
江苏卫视高清,http://106.115.24.168:9999/tsfile/live/1015_1.m3u8
东方卫视高清,http://106.115.24.168:9999/tsfile/live/1016_1.m3u8
浙江卫视高清,http://106.115.24.168:9999/tsfile/live/1017_1.m3u8
天津卫视高清,http://106.115.24.168:9999/tsfile/live/1018_1.m3u8
安徽卫视,http://106.115.24.168:9999/tsfile/live/0130_1.m3u8
辽宁卫视,http://106.115.24.168:9999/tsfile/live/0121_1.m3u8
山东卫视,http://106.115.24.168:9999/tsfile/live/0131_1.m3u8
云南卫视,http://106.115.24.168:9999/tsfile/live/0119_1.m3u8
河南卫视,http://106.115.24.168:9999/tsfile/live/0139_1.m3u8
四川卫视,http://106.115.24.168:9999/tsfile/live/0123_1.m3u8
江西卫视,http://106.115.24.168:9999/tsfile/live/0138_1.m3u8
贵州卫视,http://106.115.24.168:9999/tsfile/live/0120_1.m3u8
湖北卫视,http://106.115.24.168:9999/tsfile/live/0132_1.m3u8
东方卫视,http://106.115.24.168:9999/tsfile/live/0107_1.m3u8
重庆卫视,http://106.115.24.168:9999/tsfile/live/0142_1.m3u8
东南卫视,http://106.115.24.168:9999/tsfile/live/0137_1.m3u8
广东卫视,http://106.115.24.168:9999/tsfile/live/0125_1.m3u8
广西卫视,http://106.115.24.168:9999/tsfile/live/0113_1.m3u8
吉林卫视,http://106.115.24.168:9999/tsfile/live/0116_1.m3u8
陕西卫视,http://106.115.24.168:9999/tsfile/live/0136_1.m3u8
山西卫视,http://106.115.24.168:9999/tsfile/live/0118_1.m3u8
内蒙古卫视,http://106.115.24.168:9999/tsfile/live/0109_1.m3u8
青海卫视,http://106.115.24.168:9999/tsfile/live/0140_1.m3u8
宁夏卫视,http://106.115.24.168:9999/tsfile/live/0112_1.m3u8
西藏卫视,http://106.115.24.168:9999/tsfile/live/0111_1.m3u8
新疆卫视,http://106.115.24.168:9999/tsfile/live/0110_1.m3u8
甘肃卫视,http://106.115.24.168:9999/tsfile/live/0141_1.m3u8
卡酷动画,http://106.115.24.168:9999/tsfile/live/1019_1.m3u8
金鹰卡通,http://106.115.24.168:9999/tsfile/live/1020_1.m3u8
梨园,http://106.115.24.168:9999/tsfile/live/1021_1.m3u8
邯郸新闻综合,http://106.115.24.168:9999/tsfile/live/1023_1.m3u8
风云剧场,http://106.115.24.168:9999/tsfile/live/1024_1.m3u8
怀旧剧场,http://106.115.24.168:9999/tsfile/live/1025_1.m3u8
都市剧场,http://106.115.24.168:9999/tsfile/live/1026_1.m3u8
风云足球,http://106.115.24.168:9999/tsfile/live/1027_1.m3u8
魏县电视台,http://106.115.24.168:9999/tsfile/live/1028_1.m3u8
CCTV-1,http://106.115.25.148:9999/tsfile/live/1000_1.m3u8
CCTV-2,http://106.115.25.148:9999/tsfile/live/1001_1.m3u8
CCTV-3,http://106.115.25.148:9999/tsfile/live/1002_1.m3u8
CCTV-4,http://106.115.25.148:9999/tsfile/live/1003_1.m3u8
CCTV-5,http://106.115.25.148:9999/tsfile/live/1004_1.m3u8
CCTV-6,http://106.115.25.148:9999/tsfile/live/0006_1.m3u8
CCTV-7,http://106.115.25.148:9999/tsfile/live/0007_1.m3u8
CCTV-8,http://106.115.25.148:9999/tsfile/live/0008_1.m3u8
CCTV-9,http://106.115.25.148:9999/tsfile/live/0009_1.m3u8
CCTV-10,http://106.115.25.148:9999/tsfile/live/0010_1.m3u8
CCTV-11,http://106.115.25.148:9999/tsfile/live/0011_1.m3u8
CCTV-12,http://106.115.25.148:9999/tsfile/live/0012_1.m3u8
CCTV-13,http://106.115.25.148:9999/tsfile/live/0013_1.m3u8
CCTV-14,http://106.115.25.148:9999/tsfile/live/0014_1.m3u8
CCTV-15,http://106.115.25.148:9999/tsfile/live/0015_1.m3u8
河北卫视,http://106.115.25.148:9999/tsfile/live/0117_1.m3u8
河北经济,http://106.115.25.148:9999/tsfile/live/1005_1.m3u8
河北都市,http://106.115.25.148:9999/tsfile/live/1006_1.m3u8
河北影视,http://106.115.25.148:9999/tsfile/live/1007_1.m3u8
河北少儿科教,http://106.115.25.148:9999/tsfile/live/1008_1.m3u8
河北公共,http://106.115.25.148:9999/tsfile/live/1009_1.m3u8
河北农民,http://106.115.25.148:9999/tsfile/live/1010_1.m3u8
北京卫视高清,http://106.115.25.148:9999/tsfile/live/1011_1.m3u8
湖南卫视高清,http://106.115.25.148:9999/tsfile/live/1012_1.m3u8
黑龙江卫视高清,http://106.115.25.148:9999/tsfile/live/1013_1.m3u8
深圳卫视高清,http://106.115.25.148:9999/tsfile/live/1014_1.m3u8
江苏卫视高清,http://106.115.25.148:9999/tsfile/live/1015_1.m3u8
东方卫视高清,http://106.115.25.148:9999/tsfile/live/1016_1.m3u8
浙江卫视高清,http://106.115.25.148:9999/tsfile/live/1017_1.m3u8
天津卫视高清,http://106.115.25.148:9999/tsfile/live/1018_1.m3u8
安徽卫视,http://106.115.25.148:9999/tsfile/live/0130_1.m3u8
辽宁卫视,http://106.115.25.148:9999/tsfile/live/0121_1.m3u8
山东卫视,http://106.115.25.148:9999/tsfile/live/0131_1.m3u8
云南卫视,http://106.115.25.148:9999/tsfile/live/0119_1.m3u8
河南卫视,http://106.115.25.148:9999/tsfile/live/0139_1.m3u8
四川卫视,http://106.115.25.148:9999/tsfile/live/0123_1.m3u8
江西卫视,http://106.115.25.148:9999/tsfile/live/0138_1.m3u8
贵州卫视,http://106.115.25.148:9999/tsfile/live/0120_1.m3u8
湖北卫视,http://106.115.25.148:9999/tsfile/live/0132_1.m3u8
东方卫视,http://106.115.25.148:9999/tsfile/live/0107_1.m3u8
重庆卫视,http://106.115.25.148:9999/tsfile/live/0142_1.m3u8
东南卫视,http://106.115.25.148:9999/tsfile/live/0137_1.m3u8
广东卫视,http://106.115.25.148:9999/tsfile/live/0125_1.m3u8
广西卫视,http://106.115.25.148:9999/tsfile/live/0113_1.m3u8
吉林卫视,http://106.115.25.148:9999/tsfile/live/0116_1.m3u8
陕西卫视,http://106.115.25.148:9999/tsfile/live/0136_1.m3u8
山西卫视,http://106.115.25.148:9999/tsfile/live/0118_1.m3u8
内蒙古卫视,http://106.115.25.148:9999/tsfile/live/0109_1.m3u8
青海卫视,http://106.115.25.148:9999/tsfile/live/0140_1.m3u8
宁夏卫视,http://106.115.25.148:9999/tsfile/live/0112_1.m3u8
西藏卫视,http://106.115.25.148:9999/tsfile/live/0111_1.m3u8
新疆卫视,http://106.115.25.148:9999/tsfile/live/0110_1.m3u8
甘肃卫视,http://106.115.25.148:9999/tsfile/live/0141_1.m3u8
卡酷动画,http://106.115.25.148:9999/tsfile/live/1019_1.m3u8
金鹰卡通,http://106.115.25.148:9999/tsfile/live/1020_1.m3u8
梨园,http://106.115.25.148:9999/tsfile/live/1021_1.m3u8
邯郸新闻综合,http://106.115.25.148:9999/tsfile/live/1023_1.m3u8
风云剧场,http://106.115.25.148:9999/tsfile/live/1024_1.m3u8
怀旧剧场,http://106.115.25.148:9999/tsfile/live/1025_1.m3u8
都市剧场,http://106.115.25.148:9999/tsfile/live/1026_1.m3u8
风云足球,http://106.115.25.148:9999/tsfile/live/1027_1.m3u8
魏县电视台,http://106.115.25.148:9999/tsfile/live/1028_1.m3u8
CCTV-1,http://61.54.14.232:9801/tsfile/live/1001_1.m3u8
CCTV-2,http://61.54.14.232:9801/tsfile/live/1002_1.m3u8
CCTV-3,http://61.54.14.232:9801/tsfile/live/1003_1.m3u8
CCTV-4,http://61.54.14.232:9801/tsfile/live/1004_1.m3u8
CCTV-5,http://61.54.14.232:9801/tsfile/live/1005_1.m3u8
CCTV-6,http://61.54.14.232:9801/tsfile/live/1006_1.m3u8
CCTV-7,http://61.54.14.232:9801/tsfile/live/1007_1.m3u8
CCTV-8,http://61.54.14.232:9801/tsfile/live/1008_1.m3u8
CCTV-9,http://61.54.14.232:9801/tsfile/live/1009_1.m3u8
CCTV-10,http://61.54.14.232:9801/tsfile/live/1010_1.m3u8
CCTV-11,http://61.54.14.232:9801/tsfile/live/1011_1.m3u8
CCTV-12,http://61.54.14.232:9801/tsfile/live/1012_1.m3u8
CCTV-13,http://61.54.14.232:9801/tsfile/live/1013_1.m3u8
CCTV-14,http://61.54.14.232:9801/tsfile/live/1014_1.m3u8
CCTV-15,http://61.54.14.232:9801/tsfile/live/1015_1.m3u8
河南卫视,http://61.54.14.232:9801/tsfile/live/1016_1.m3u8
湖南卫视,http://61.54.14.232:9801/tsfile/live/1017_1.m3u8
江苏卫视,http://61.54.14.232:9801/tsfile/live/1018_1.m3u8
浙江卫视,http://61.54.14.232:9801/tsfile/live/1019_1.m3u8
北京卫视,http://61.54.14.232:9801/tsfile/live/1020_1.m3u8
上海卫视,http://61.54.14.232:9801/tsfile/live/1021_1.m3u8
天津卫视,http://61.54.14.232:9801/tsfile/live/1022_1.m3u8
山东卫视,http://61.54.14.232:9801/tsfile/live/1023_1.m3u8
安徽卫视,http://61.54.14.232:9801/tsfile/live/1024_1.m3u8
深圳卫视,http://61.54.14.232:9801/tsfile/live/1025_1.m3u8
江西卫视,http://61.54.14.232:9801/tsfile/live/1026_1.m3u8
湖北卫视,http://61.54.14.232:9801/tsfile/live/1027_1.m3u8
四川卫视,http://61.54.14.232:9801/tsfile/live/1028_1.m3u8
云南卫视,http://61.54.14.232:9801/tsfile/live/1029_1.m3u8
贵州卫视,http://61.54.14.232:9801/tsfile/live/1030_1.m3u8
辽宁卫视,http://61.54.14.232:9801/tsfile/live/1031_1.m3u8
东南卫视,http://61.54.14.232:9801/tsfile/live/1032_1.m3u8
重庆卫视,http://61.54.14.232:9801/tsfile/live/1033_1.m3u8
广东卫视,http://61.54.14.232:9801/tsfile/live/1034_1.m3u8
广西卫视,http://61.54.14.232:9801/tsfile/live/1035_1.m3u8
河北卫视,http://61.54.14.232:9801/tsfile/live/1036_1.m3u8
吉林卫视,http://61.54.14.232:9801/tsfile/live/1037_1.m3u8
山西卫视,http://61.54.14.232:9801/tsfile/live/1038_1.m3u8
陕西卫视,http://61.54.14.232:9801/tsfile/live/1039_1.m3u8
甘肃卫视,http://61.54.14.232:9801/tsfile/live/1040_1.m3u8
宁夏卫视,http://61.54.14.232:9801/tsfile/live/1041_1.m3u8
青海卫视,http://61.54.14.232:9801/tsfile/live/1042_1.m3u8
内蒙古卫视,http://61.54.14.232:9801/tsfile/live/1043_1.m3u8
CETV-1,http://61.54.14.232:9801/tsfile/live/1044_1.m3u8
新疆卫视,http://61.54.14.232:9801/tsfile/live/1045_1.m3u8
厦门卫视,http://61.54.14.232:9801/tsfile/live/1046_1.m3u8
兵团卫视,http://61.54.14.232:9801/tsfile/live/1047_1.m3u8
经典电影,http://61.54.14.232:9801/tsfile/live/1048_1.m3u8
CCTV-1,http://106.115.26.235:9999/tsfile/live/1000_1.m3u8
CCTV-2,http://106.115.26.235:9999/tsfile/live/1001_1.m3u8
CCTV-3,http://106.115.26.235:9999/tsfile/live/1002_1.m3u8
CCTV-4,http://106.115.26.235:9999/tsfile/live/1003_1.m3u8
CCTV-5,http://106.115.26.235:9999/tsfile/live/1004_1.m3u8
CCTV-6,http://106.115.26.235:9999/tsfile/live/0006_1.m3u8
CCTV-7,http://106.115.26.235:9999/tsfile/live/0007_1.m3u8
CCTV-8,http://106.115.26.235:9999/tsfile/live/0008_1.m3u8
CCTV-9,http://106.115.26.235:9999/tsfile/live/0009_1.m3u8
CCTV-10,http://106.115.26.235:9999/tsfile/live/0010_1.m3u8
CCTV-11,http://106.115.26.235:9999/tsfile/live/0011_1.m3u8
CCTV-12,http://106.115.26.235:9999/tsfile/live/0012_1.m3u8
CCTV-13,http://106.115.26.235:9999/tsfile/live/0013_1.m3u8
CCTV-14,http://106.115.26.235:9999/tsfile/live/0014_1.m3u8
CCTV-15,http://106.115.26.235:9999/tsfile/live/0015_1.m3u8
河北卫视,http://106.115.26.235:9999/tsfile/live/0117_1.m3u8
河北经济,http://106.115.26.235:9999/tsfile/live/1005_1.m3u8
河北都市,http://106.115.26.235:9999/tsfile/live/1006_1.m3u8
河北影视,http://106.115.26.235:9999/tsfile/live/1007_1.m3u8
河北少儿科教,http://106.115.26.235:9999/tsfile/live/1008_1.m3u8
河北公共,http://106.115.26.235:9999/tsfile/live/1009_1.m3u8
河北农民,http://106.115.26.235:9999/tsfile/live/1010_1.m3u8
北京卫视高清,http://106.115.26.235:9999/tsfile/live/1011_1.m3u8
湖南卫视高清,http://106.115.26.235:9999/tsfile/live/1012_1.m3u8
黑龙江卫视高清,http://106.115.26.235:9999/tsfile/live/1013_1.m3u8
深圳卫视高清,http://106.115.26.235:9999/tsfile/live/1014_1.m3u8
江苏卫视高清,http://106.115.26.235:9999/tsfile/live/1015_1.m3u8
东方卫视高清,http://106.115.26.235:9999/tsfile/live/1016_1.m3u8
浙江卫视高清,http://106.115.26.235:9999/tsfile/live/1017_1.m3u8
天津卫视高清,http://106.115.26.235:9999/tsfile/live/1018_1.m3u8
安徽卫视,http://106.115.26.235:9999/tsfile/live/0130_1.m3u8
辽宁卫视,http://106.115.26.235:9999/tsfile/live/0121_1.m3u8
山东卫视,http://106.115.26.235:9999/tsfile/live/0131_1.m3u8
云南卫视,http://106.115.26.235:9999/tsfile/live/0119_1.m3u8
河南卫视,http://106.115.26.235:9999/tsfile/live/0139_1.m3u8
四川卫视,http://106.115.26.235:9999/tsfile/live/0123_1.m3u8
江西卫视,http://106.115.26.235:9999/tsfile/live/0138_1.m3u8
贵州卫视,http://106.115.26.235:9999/tsfile/live/0120_1.m3u8
湖北卫视,http://106.115.26.235:9999/tsfile/live/0132_1.m3u8
东方卫视,http://106.115.26.235:9999/tsfile/live/0107_1.m3u8
重庆卫视,http://106.115.26.235:9999/tsfile/live/0142_1.m3u8
东南卫视,http://106.115.26.235:9999/tsfile/live/0137_1.m3u8
广东卫视,http://106.115.26.235:9999/tsfile/live/0125_1.m3u8
广西卫视,http://106.115.26.235:9999/tsfile/live/0113_1.m3u8
吉林卫视,http://106.115.26.235:9999/tsfile/live/0116_1.m3u8
陕西卫视,http://106.115.26.235:9999/tsfile/live/0136_1.m3u8
山西卫视,http://106.115.26.235:9999/tsfile/live/0118_1.m3u8
内蒙古卫视,http://106.115.26.235:9999/tsfile/live/0109_1.m3u8
青海卫视,http://106.115.26.235:9999/tsfile/live/0140_1.m3u8
宁夏卫视,http://106.115.26.235:9999/tsfile/live/0112_1.m3u8
西藏卫视,http://106.115.26.235:9999/tsfile/live/0111_1.m3u8
新疆卫视,http://106.115.26.235:9999/tsfile/live/0110_1.m3u8
甘肃卫视,http://106.115.26.235:9999/tsfile/live/0141_1.m3u8
卡酷动画,http://106.115.26.235:9999/tsfile/live/1019_1.m3u8
金鹰卡通,http://106.115.26.235:9999/tsfile/live/1020_1.m3u8
梨园,http://106.115.26.235:9999/tsfile/live/1021_1.m3u8
邯郸新闻综合,http://106.115.26.235:9999/tsfile/live/1023_1.m3u8
风云剧场,http://106.115.26.235:9999/tsfile/live/1024_1.m3u8
怀旧剧场,http://106.115.26.235:9999/tsfile/live/1025_1.m3u8
都市剧场,http://106.115.26.235:9999/tsfile/live/1026_1.m3u8
风云足球,http://106.115.26.235:9999/tsfile/live/1027_1.m3u8
魏县电视台,http://106.115.26.235:9999/tsfile/live/1028_1.m3u8
CCTV1-综合,http://124.165.251.82:9999/tsfile/live/0001_1.m3u8
CCTV2-财经,http://124.165.251.82:9999/tsfile/live/0002_1.m3u8
CCTV3-综艺,http://124.165.251.82:9999/tsfile/live/0003_1.m3u8
CCTV4-国际,http://124.165.251.82:9999/tsfile/live/0004_1.m3u8
CCTV5-体育,http://124.165.251.82:9999/tsfile/live/0005_1.m3u8
CCTV6-电影,http://124.165.251.82:9999/tsfile/live/0006_1.m3u8
CCTV7-军农,http://124.165.251.82:9999/tsfile/live/0007_1.m3u8
CCTV8-电视剧,http://124.165.251.82:9999/tsfile/live/0008_1.m3u8
CCTV9-纪录,http://124.165.251.82:9999/tsfile/live/0009_1.m3u8
CCTV10-科教,http://124.165.251.82:9999/tsfile/live/0010_1.m3u8
CCTV11-戏曲,http://124.165.251.82:9999/tsfile/live/0011_1.m3u8
CCTV12-社会与法,http://124.165.251.82:9999/tsfile/live/0012_1.m3u8
CCTV13-新闻,http://124.165.251.82:9999/tsfile/live/0013_1.m3u8
CCTV14-少儿,http://124.165.251.82:9999/tsfile/live/0014_1.m3u8
CCTV15-音乐,http://124.165.251.82:9999/tsfile/live/0015_1.m3u8
CCTV5+,http://124.165.251.82:9999/tsfile/live/0019_1.m3u8
岚县电视台,http://124.165.251.82:9999/tsfile/live/1000_1.m3u8
吕梁一台,http://124.165.251.82:9999/tsfile/live/1001_1.m3u8
吕梁二台,http://124.165.251.82:9999/tsfile/live/1002_1.m3u8
山西卫视,http://124.165.251.82:9999/tsfile/live/0118_1.m3u8
北京卫视,http://124.165.251.82:9999/tsfile/live/0122_1.m3u8
东方卫视,http://124.165.251.82:9999/tsfile/live/0107_1.m3u8
湖南卫视,http://124.165.251.82:9999/tsfile/live/0128_1.m3u8
广东卫视,http://124.165.251.82:9999/tsfile/live/0125_1.m3u8
深圳卫视,http://124.165.251.82:9999/tsfile/live/0126_1.m3u8
江苏卫视,http://124.165.251.82:9999/tsfile/live/0127_1.m3u8
天津卫视,http://124.165.251.82:9999/tsfile/live/0135_1.m3u8
浙江卫视,http://124.165.251.82:9999/tsfile/live/0124_1.m3u8
重庆卫视,http://124.165.251.82:9999/tsfile/live/0142_1.m3u8
山东卫视,http://124.165.251.82:9999/tsfile/live/0131_1.m3u8
湖北卫视,http://124.165.251.82:9999/tsfile/live/0132_1.m3u8
河北卫视,http://124.165.251.82:9999/tsfile/live/0117_1.m3u8
四川卫视,http://124.165.251.82:9999/tsfile/live/0123_1.m3u8
东南卫视,http://124.165.251.82:9999/tsfile/live/0129_1.m3u8
河南卫视,http://124.165.251.82:9999/tsfile/live/0139_1.m3u8
广西卫视,http://124.165.251.82:9999/tsfile/live/0113_1.m3u8
陕西卫视,http://124.165.251.82:9999/tsfile/live/0136_1.m3u8
黑龙江卫视,http://124.165.251.82:9999/tsfile/live/0143_1.m3u8
江西卫视,http://124.165.251.82:9999/tsfile/live/0138_1.m3u8
吉林卫视,http://124.165.251.82:9999/tsfile/live/0116_1.m3u8
青海卫视,http://124.165.251.82:9999/tsfile/live/0140_1.m3u8
云南卫视,http://124.165.251.82:9999/tsfile/live/0119_1.m3u8
兵团卫视,https://liveout.btzx.com.cn/62ds9e/yil08g.m3u8
CCTV1,http://220.164.192.48:50085/tsfile/live/0002_1.m3u8
CCTV2,http://220.164.192.48:50085/tsfile/live/0003_1.m3u8
CCTV3,http://220.164.192.48:50085/tsfile/live/0004_1.m3u8
CCTV4,http://220.164.192.48:50085/tsfile/live/0005_1.m3u8
CCTV5,http://220.164.192.48:50085/tsfile/live/0006_1.m3u8
CCTV6,http://220.164.192.48:50085/tsfile/live/0007_1.m3u8
CCTV7,http://220.164.192.48:50085/tsfile/live/0008_1.m3u8
CCTV8,http://220.164.192.48:50085/tsfile/live/0009_1.m3u8
CCTV9,http://220.164.192.48:50085/tsfile/live/0010_1.m3u8
CCTV10,http://220.164.192.48:50085/tsfile/live/0011_1.m3u8
CCTV11,http://220.164.192.48:50085/tsfile/live/0012_1.m3u8
CCTV12,http://220.164.192.48:50085/tsfile/live/0013_1.m3u8
CCTV13,http://220.164.192.48:50085/tsfile/live/0014_1.m3u8
CCTV14,http://220.164.192.48:50085/tsfile/live/0015_1.m3u8
CCTV15,http://220.164.192.48:50085/tsfile/live/0016_1.m3u8
CCTV16,http://220.164.192.48:50085/tsfile/live/0017_1.m3u8
CCTV17,http://220.164.192.48:50085/tsfile/live/0018_1.m3u8
云南卫视,http://220.164.192.48:50085/tsfile/live/0019_1.m3u8
都市频道,http://220.164.192.48:50085/tsfile/live/0119_1.m3u8
娱乐频道,http://220.164.192.48:50085/tsfile/live/1000_1.m3u8
影视频道,http://220.164.192.48:50085/tsfile/live/1001_1.m3u8
公共频道,http://220.164.192.48:50085/tsfile/live/1002_1.m3u8
少人频道,http://220.164.192.48:50085/tsfile/live/0124_1.m3u8
