🇨🇳电视频道,#genre#
云南卫视-(1080i),http://42.227.132.82:8089/udp/225.1.4.152:1307
重庆卫视-(1080i),http://42.227.132.82:8089/udp/225.1.4.157:1308
山东教育卫视-(576p),http://42.227.132.82:8089/udp/225.1.4.164:1205
广东卫视-(1080i),http://42.227.132.82:8089/udp/225.1.4.166:1207
辽宁卫视-(1080i),http://42.227.132.82:8089/udp/225.1.4.167:1208
吉林卫视-(1080i),http://42.227.132.82:8089/udp/225.1.4.174:1309
海南卫视-(1080i),http://42.227.132.82:8089/udp/225.1.4.195:1310
东南卫视-(1080p),http://42.227.132.82:8089/udp/225.1.4.228:1274
三沙卫视-(576i),http://42.227.132.82:8089/udp/225.1.4.234:1280
CHC高清电影-(1080i),http://42.227.132.82:8089/udp/225.1.4.207:1260
CHC动作电影-(1080i),http://42.227.132.82:8089/udp/225.1.4.208:1261
CHC家庭影院-(1080i),http://42.227.132.82:8089/udp/225.1.4.209:1262
北京卡酷少儿-(576i),http://42.227.132.82:8089/udp/225.1.4.48:1077
湖南金鹰卡通-(576p),http://42.227.132.82:8089/udp/225.1.4.49:1078
广东嘉佳卡通-(576i),http://42.227.132.82:8089/udp/225.1.4.92:1121
少儿动画-(576i),http://42.227.132.82:8089/udp/225.1.4.189:1238
新动漫-(576i),http://42.227.132.82:8089/udp/225.1.4.212:1265
音乐现场-(576p),http://42.227.132.82:8089/udp/225.1.4.184:1224
IPTV谍战剧场-(576p),http://42.227.132.82:8089/udp/225.1.4.185:1240
IPTV相声小品-(576p),http://42.227.132.82:8089/udp/225.1.4.186:1235
IPTV野外-(576p),http://42.227.132.82:8089/udp/225.1.4.187:1236
IPTV法治-(576p),http://42.227.132.82:8089/udp/225.1.4.188:1237
热播剧场-(576i),http://42.227.132.82:8089/udp/225.1.4.190:1239
HNTV戏曲-(1080p),http://42.227.132.82:8089/udp/225.1.4.99:1128
HNTV移动戏曲-(1080p),http://42.227.132.82:8089/udp/225.1.4.206:1254
HNTV功夫-(1080p),http://42.227.132.82:8089/udp/225.1.4.101:1130
HNTV1河南卫视-(1080i),http://42.227.132.82:8089/udp/225.1.4.98:1127
HNTV2都市频道-(1080i),http://42.227.132.82:8089/udp/225.1.4.52:1081
HNTV3民生频道-(1080i),http://42.227.132.82:8089/udp/225.1.4.53:1082
HNTV4法治频道-(1080i),http://42.227.132.82:8089/udp/225.1.4.54:1083
HNTV5电视剧频道-(1080i),http://42.227.132.82:8089/udp/225.1.4.55:1084
HNTV6新闻频道-(1080i),http://42.227.132.82:8089/udp/225.1.4.56:1085
HNTV8公共频道-(1080i),http://42.227.132.82:8089/udp/225.1.4.58:1087
HNTV9乡村频道-(1080i),http://42.227.132.82:8089/udp/225.1.4.120:1149
HNTV10河南国际-(1080i),http://42.227.132.82:8089/udp/225.1.4.102:1131
HNTV文博-(1080p),http://42.227.132.82:8089/udp/225.1.4.100:1129
HNTV睛彩中原-(1080p),http://42.227.132.82:8089/udp/225.1.4.163:1203
HNTV移动电视-(1080p),http://42.227.132.82:8089/udp/225.1.5.40:1350
HNTV健康中原-(1080i),http://42.227.132.82:8089/udp/225.1.5.48:1358
HNTV调解剧场-(1080p),http://42.227.132.82:8089/udp/225.1.5.49:1359
河南IPTV-导视-(1080p),http://42.227.132.82:8089/udp/225.1.4.194:1244
ZZTV1新闻综合-(1080i),http://42.227.132.82:8089/udp/225.1.4.140:1176
ZZTV2商都频道-(1080i),http://42.227.132.82:8089/udp/225.1.4.141:1177
ZZTV3文体旅游-(1080i),http://42.227.132.82:8089/udp/225.1.4.142:1178
ZZTV4影视戏曲-(576i),http://42.227.132.82:8089/udp/225.1.4.146:1182
ZZTV5妇女儿童-(1080i),http://42.227.132.82:8089/udp/225.1.4.147:1183
ZZTV6都市生活-(1080i),http://42.227.132.82:8089/udp/225.1.4.149:1185
ZETV郑州教育台-(1080i),http://42.227.132.82:8089/udp/225.1.4.191:1241
新密新闻频道-(1080i),http://42.227.132.82:8089/udp/225.1.4.239:1285
登封综合-(576i),http://42.227.132.82:8089/udp/225.1.4.240:1286
新郑综合-(1080i),http://42.227.132.82:8089/udp/225.1.4.243:1289
中牟综合-(1080p),http://42.227.132.82:8089/udp/225.1.4.244:1290
巩义综合-(1080p),http://42.227.132.82:8089/udp/225.1.5.50:1360
CETV1中国教育-(1080p),http://42.227.132.82:8089/udp/225.1.4.173:1712
CETV2中国教育-(576p),http://42.227.132.82:8089/udp/225.1.4.165:1206
CETV4中国教育-(576p),http://42.227.132.82:8089/udp/225.1.4.171:1710
上海纪实人文-(1080i),http://42.227.132.82:8089/udp/225.1.4.170:1222
湖南金鹰纪实-(1080p),http://42.227.132.82:8089/udp/225.1.4.172:1711
湖南先锋乒羽-(576i),http://42.227.132.82:8089/udp/225.1.4.210:1263
SARFT广电国学频道-(1080i),http://42.227.132.82:8089/udp/225.1.4.196:1311
CCTV4中文国际欧洲-(1080i),http://42.227.132.82:8089/udp/225.1.5.31:1342
CCTV4中文国际美洲-(1080i),http://42.227.132.82:8089/udp/225.1.5.32:1343
CGTN中国国际新闻-(576i),http://42.227.132.82:8089/udp/225.1.4.16:1045
CGTN英语-(1080i),http://42.227.132.82:8089/udp/225.1.5.34:1344
CGTN英文记录-(1080i),http://42.227.132.82:8089/udp/225.1.5.35:1345
CGTN西班牙语-(1080i),http://42.227.132.82:8089/udp/225.1.5.36:1346
CGTN法语-(1080i),http://42.227.132.82:8089/udp/225.1.5.37:1347
CGTN阿拉伯语-(1080i),http://42.227.132.82:8089/udp/225.1.5.38:1348
CGTN俄语-(1080i),http://42.227.132.82:8089/udp/225.1.5.39:1349
体育赛事-(1080i),http://42.227.132.82:8089/udp/225.1.4.235:1281
爱体育-(1080i),http://42.227.132.82:8089/udp/225.1.4.168:1220
爱电影-(576i),http://42.227.132.82:8089/udp/225.1.4.6:1035
爱大剧-(576i),http://42.227.132.82:8089/udp/225.1.4.8:1037
经典电影-(576i),http://42.227.132.82:8089/udp/225.1.4.175:1233
爱生活-(576p),http://42.227.132.82:8089/udp/225.1.4.176:1225
好学生-(576p),http://42.227.132.82:8089/udp/225.1.4.177:1226
国学-(576p),http://42.227.132.82:8089/udp/225.1.4.178:1227
早教-(576p),http://42.227.132.82:8089/udp/225.1.4.179:1228
高网-(576p),http://42.227.132.82:8089/udp/225.1.4.180:1229
军事-(576p),http://42.227.132.82:8089/udp/225.1.4.181:1230
美妆-(576p),http://42.227.132.82:8089/udp/225.1.4.182:1231
地理-(576p),http://42.227.132.82:8089/udp/225.1.4.183:1232
足球-(576p),http://42.227.132.82:8089/udp/225.1.4.200:1250
爱综艺-(576i),http://42.227.132.82:8089/udp/225.1.4.204:1252
魅力时尚-(576i),http://42.227.132.82:8089/udp/225.1.4.205:1253
网络棋牌-(576i),http://42.227.132.82:8089/udp/225.1.4.211:1264
精选-(576p),http://42.227.132.82:8089/udp/225.1.4.253:1299
收视指南-(576i),http://42.227.132.82:8089/udp/225.1.4.50:1079
CCTV1综合-(576i),http://42.227.132.82:8089/udp/225.1.4.1:1030
CCTV2财经-(576i),http://42.227.132.82:8089/udp/225.1.4.2:1031
CCTV4中文国际-(576i),http://42.227.132.82:8089/udp/225.1.4.4:1033
CCTV7国防军事-(576i),http://42.227.132.82:8089/udp/225.1.4.7:1036
CCTV9记录-(576i),http://42.227.132.82:8089/udp/225.1.4.9:1038
CCTV10科教-(576i),http://42.227.132.82:8089/udp/225.1.4.10:1039
CCTV11戏曲-(576i),http://42.227.132.82:8089/udp/225.1.4.11:1040
CCTV12社会与法-(576i),http://42.227.132.82:8089/udp/225.1.4.12:1041
CCTV13新闻-(576i),http://42.227.132.82:8089/udp/225.1.4.13:1042
CCTV14少儿-(576i),http://42.227.132.82:8089/udp/225.1.4.14:1043
CCTV15音乐-(576i),http://42.227.132.82:8089/udp/225.1.4.15:1044
CCTV17农业农村-(576i),http://42.227.132.82:8089/udp/225.1.4.227:2507
HNTV1河南卫视-(1080p),http://42.227.132.82:8089/udp/225.1.5.45:1355
HNTV1河南卫视-(576i),http://42.227.132.82:8089/udp/225.1.4.51:1080
HNTV1河南卫视备-(576i),http://42.227.132.82:8089/udp/225.1.5.42:1352
湖南卫视-(576i),http://42.227.132.82:8089/udp/225.1.4.17:1046
江苏卫视-(576i),http://42.227.132.82:8089/udp/225.1.4.18:1047
浙江卫视-(576p),http://42.227.132.82:8089/udp/225.1.4.19:1048
安徽卫视-(576i),http://42.227.132.82:8089/udp/225.1.4.20:1049
北京卫视-(576i),http://42.227.132.82:8089/udp/225.1.4.21:1050
东方卫视-(576i),http://42.227.132.82:8089/udp/225.1.4.22:1051
深圳卫视-(576p),http://42.227.132.82:8089/udp/225.1.4.23:1052
天津卫视-(576p),http://42.227.132.82:8089/udp/225.1.4.24:1053
海南卫视-(576i),http://42.227.132.82:8089/udp/225.1.4.25:1054
辽宁卫视-(576i),http://42.227.132.82:8089/udp/225.1.4.26:1055
山东卫视-(576p),http://42.227.132.82:8089/udp/225.1.4.27:1056
黑龙江卫视-(576i),http://42.227.132.82:8089/udp/225.1.4.28:1057
重庆卫视-(576p),http://42.227.132.82:8089/udp/225.1.4.29:1058
广东卫视-(576i),http://42.227.132.82:8089/udp/225.1.4.30:1059
东南卫视-(576i),http://42.227.132.82:8089/udp/225.1.4.32:1061
云南卫视-(576p),http://42.227.132.82:8089/udp/225.1.4.33:1062
河北卫视-(576p),http://42.227.132.82:8089/udp/225.1.4.34:1063
湖北卫视-(576i),http://42.227.132.82:8089/udp/225.1.4.35:1064
吉林卫视-(576i),http://42.227.132.82:8089/udp/225.1.4.36:1065
江西卫视-(576i),http://42.227.132.82:8089/udp/225.1.4.37:1066
四川卫视-(576i),http://42.227.132.82:8089/udp/225.1.4.40:1069
贵州卫视-(576i),http://42.227.132.82:8089/udp/225.1.4.41:1070
ZZTV1新闻综合-(576i),http://42.227.132.82:8089/udp/225.1.4.143:1179
ZZTV2商都频道-(576i),http://42.227.132.82:8089/udp/225.1.4.144:1180
ZZTV3文体旅游-(576i),http://42.227.132.82:8089/udp/225.1.4.145:1181
CCTV1综合-(1080i),http://219.155.211.85:8888/udp/225.1.4.73:1102
CCTV2财经-(1080i),http://219.155.211.85:8888/udp/225.1.4.74:1103
CCTV3综艺-(1080i),http://219.155.211.85:8888/udp/225.1.4.158:1194
CCTV4中文国际-(1080i),http://219.155.211.85:8888/udp/225.1.5.30:1333
CCTV5体育-(1080i),http://219.155.211.85:8888/udp/225.1.4.159:1195
CCTV6电影-(1080i),http://219.155.211.85:8888/udp/225.1.4.160:1196
CCTV7国防军事-(1080i),http://219.155.211.85:8888/udp/225.1.4.76:1105
CCTV8电视剧-(1080i),http://219.155.211.85:8888/udp/225.1.4.161:1197
CCTV9记录-(1080p),http://219.155.211.85:8888/udp/225.1.4.77:1106
CCTV10科教-(1080i),http://219.155.211.85:8888/udp/225.1.4.78:1107
CCTV11戏曲-(1080i),http://219.155.211.85:8888/udp/225.1.4.215:1268
CCTV12社会与法-(1080i),http://219.155.211.85:8888/udp/225.1.4.79:1108
CCTV13新闻-(1080i),http://219.155.211.85:8888/udp/225.1.4.113:1293
CCTV14少儿-(1080i),http://219.155.211.85:8888/udp/225.1.4.80:1109
CCTV15音乐-(1080i),http://219.155.211.85:8888/udp/225.1.4.216:1269
CCTV16奥林匹克-(1080i),http://219.155.211.85:8888/udp/225.1.5.46:1356
CCTV17农业农村-(1080i),http://219.155.211.85:8888/udp/225.1.4.226:2506
CCTV5+体育赛事-(1080i),http://219.155.211.85:8888/udp/225.1.4.75:1104
爱上4K-(2160p),http://219.155.211.85:8888/udp/225.1.4.162:1204
河南卫视4K-(2160p),http://219.155.211.85:8888/udp/225.1.4.254:1300
广西卫视-(576i),http://219.155.211.85:8888/udp/225.1.4.31:1060
山西卫视-(576p),http://219.155.211.85:8888/udp/225.1.4.38:1067
陕西卫视-(576p),http://219.155.211.85:8888/udp/225.1.4.39:1068
甘肃卫视-(576i),http://219.155.211.85:8888/udp/225.1.4.42:1071
宁夏卫视-(576i),http://219.155.211.85:8888/udp/225.1.4.43:1072
青海卫视-(576i),http://219.155.211.85:8888/udp/225.1.4.44:1073
内蒙古卫视-(576p),http://219.155.211.85:8888/udp/225.1.4.45:1074
西藏卫视-(576p),http://219.155.211.85:8888/udp/225.1.4.46:1075
新疆卫视-(576i),http://219.155.211.85:8888/udp/225.1.4.47:1076
北京卫视-(1080i),http://219.155.211.85:8888/udp/225.1.4.81:1110
湖南卫视-(1080i),http://219.155.211.85:8888/udp/225.1.4.82:1111
江苏卫视-(1080i),http://219.155.211.85:8888/udp/225.1.4.83:1112
浙江卫视-(1080i),http://219.155.211.85:8888/udp/225.1.4.84:1113
东方卫视-(1080i),http://219.155.211.85:8888/udp/225.1.4.85:1114
天津卫视-(1080p),http://219.155.211.85:8888/udp/225.1.4.86:1115
山东卫视-(1080i),http://219.155.211.85:8888/udp/225.1.4.88:1117
安徽卫视-(1080p),http://219.155.211.85:8888/udp/225.1.4.87:1116
湖北卫视-(1080p),http://219.155.211.85:8888/udp/225.1.4.89:1118
深圳卫视-(1080i),http://219.155.211.85:8888/udp/225.1.4.90:1119
黑龙江卫视-(1080i),http://219.155.211.85:8888/udp/225.1.4.91:1120
厦门卫视-(576p),http://219.155.211.85:8888/udp/225.1.4.95:1124
新疆兵团卫视-(576p),http://219.155.211.85:8888/udp/225.1.4.97:1126
贵州卫视-(1080p),http://219.155.211.85:8888/udp/225.1.4.122:1302
河北卫视-(1080p),http://219.155.211.85:8888/udp/225.1.4.123:1304
江西卫视-(1080i),http://219.155.211.85:8888/udp/225.1.4.139:1305
四川卫视-(1080i),http://219.155.211.85:8888/udp/225.1.4.151:1306
云南卫视-(1080i),http://219.155.211.85:8888/udp/225.1.4.152:1307
重庆卫视-(1080i),http://219.155.211.85:8888/udp/225.1.4.157:1308
山东教育卫视-(576p),http://219.155.211.85:8888/udp/225.1.4.164:1205
广东卫视-(1080i),http://219.155.211.85:8888/udp/225.1.4.166:1207
辽宁卫视-(1080i),http://219.155.211.85:8888/udp/225.1.4.167:1208
吉林卫视-(1080i),http://219.155.211.85:8888/udp/225.1.4.174:1309
海南卫视-(1080i),http://219.155.211.85:8888/udp/225.1.4.195:1310
东南卫视-(1080p),http://219.155.211.85:8888/udp/225.1.4.228:1274
三沙卫视-(576i),http://219.155.211.85:8888/udp/225.1.4.234:1280
CHC高清电影-(1080i),http://219.155.211.85:8888/udp/225.1.4.207:1260
CHC动作电影-(1080i),http://219.155.211.85:8888/udp/225.1.4.208:1261
CHC家庭影院-(1080i),http://219.155.211.85:8888/udp/225.1.4.209:1262
北京卡酷少儿-(576i),http://219.155.211.85:8888/udp/225.1.4.48:1077
湖南金鹰卡通-(576p),http://219.155.211.85:8888/udp/225.1.4.49:1078
广东嘉佳卡通-(576i),http://219.155.211.85:8888/udp/225.1.4.92:1121
少儿动画-(576i),http://219.155.211.85:8888/udp/225.1.4.189:1238
新动漫-(576i),http://219.155.211.85:8888/udp/225.1.4.212:1265
音乐现场-(576p),http://219.155.211.85:8888/udp/225.1.4.184:1224
IPTV谍战剧场-(576p),http://219.155.211.85:8888/udp/225.1.4.185:1240
IPTV相声小品-(576p),http://219.155.211.85:8888/udp/225.1.4.186:1235
IPTV野外-(576p),http://219.155.211.85:8888/udp/225.1.4.187:1236
IPTV法治-(576p),http://219.155.211.85:8888/udp/225.1.4.188:1237
热播剧场-(576i),http://219.155.211.85:8888/udp/225.1.4.190:1239
HNTV戏曲-(1080p),http://219.155.211.85:8888/udp/225.1.4.99:1128
HNTV移动戏曲-(1080p),http://219.155.211.85:8888/udp/225.1.4.206:1254
HNTV功夫-(1080p),http://219.155.211.85:8888/udp/225.1.4.101:1130
HNTV1河南卫视-(1080i),http://219.155.211.85:8888/udp/225.1.4.98:1127
HNTV2都市频道-(1080i),http://219.155.211.85:8888/udp/225.1.4.52:1081
HNTV3民生频道-(1080i),http://219.155.211.85:8888/udp/225.1.4.53:1082
HNTV4法治频道-(1080i),http://219.155.211.85:8888/udp/225.1.4.54:1083
HNTV5电视剧频道-(1080i),http://219.155.211.85:8888/udp/225.1.4.55:1084
HNTV6新闻频道-(1080i),http://219.155.211.85:8888/udp/225.1.4.56:1085
HNTV8公共频道-(1080i),http://219.155.211.85:8888/udp/225.1.4.58:1087
HNTV9乡村频道-(1080i),http://219.155.211.85:8888/udp/225.1.4.120:1149
HNTV10河南国际-(1080i),http://219.155.211.85:8888/udp/225.1.4.102:1131
HNTV文博-(1080p),http://219.155.211.85:8888/udp/225.1.4.100:1129
HNTV睛彩中原-(1080p),http://219.155.211.85:8888/udp/225.1.4.163:1203
HNTV移动电视-(1080p),http://219.155.211.85:8888/udp/225.1.5.40:1350
HNTV健康中原-(1080i),http://219.155.211.85:8888/udp/225.1.5.48:1358
HNTV调解剧场-(1080p),http://219.155.211.85:8888/udp/225.1.5.49:1359
河南IPTV-导视-(1080p),http://219.155.211.85:8888/udp/225.1.4.194:1244
ZZTV1新闻综合-(1080i),http://219.155.211.85:8888/udp/225.1.4.140:1176
ZZTV2商都频道-(1080i),http://219.155.211.85:8888/udp/225.1.4.141:1177
ZZTV3文体旅游-(1080i),http://219.155.211.85:8888/udp/225.1.4.142:1178
ZZTV4影视戏曲-(576i),http://219.155.211.85:8888/udp/225.1.4.146:1182
ZZTV5妇女儿童-(1080i),http://219.155.211.85:8888/udp/225.1.4.147:1183
ZZTV6都市生活-(1080i),http://219.155.211.85:8888/udp/225.1.4.149:1185
ZETV郑州教育台-(1080i),http://219.155.211.85:8888/udp/225.1.4.191:1241
新密新闻频道-(1080i),http://219.155.211.85:8888/udp/225.1.4.239:1285
登封综合-(576i),http://219.155.211.85:8888/udp/225.1.4.240:1286
新郑综合-(1080i),http://219.155.211.85:8888/udp/225.1.4.243:1289
中牟综合-(1080p),http://219.155.211.85:8888/udp/225.1.4.244:1290
巩义综合-(1080p),http://219.155.211.85:8888/udp/225.1.5.50:1360
CETV1中国教育-(1080p),http://219.155.211.85:8888/udp/225.1.4.173:1712
CETV2中国教育-(576p),http://219.155.211.85:8888/udp/225.1.4.165:1206
CETV4中国教育-(576p),http://219.155.211.85:8888/udp/225.1.4.171:1710
上海纪实人文-(1080i),http://219.155.211.85:8888/udp/225.1.4.170:1222
湖南金鹰纪实-(1080p),http://219.155.211.85:8888/udp/225.1.4.172:1711
湖南先锋乒羽-(576i),http://219.155.211.85:8888/udp/225.1.4.210:1263
SARFT广电国学频道-(1080i),http://219.155.211.85:8888/udp/225.1.4.196:1311
CCTV4中文国际欧洲-(1080i),http://219.155.211.85:8888/udp/225.1.5.31:1342
CCTV4中文国际美洲-(1080i),http://219.155.211.85:8888/udp/225.1.5.32:1343
CGTN中国国际新闻-(576i),http://219.155.211.85:8888/udp/225.1.4.16:1045
CGTN英语-(1080i),http://219.155.211.85:8888/udp/225.1.5.34:1344
CGTN英文记录-(1080i),http://219.155.211.85:8888/udp/225.1.5.35:1345
CGTN西班牙语-(1080i),http://219.155.211.85:8888/udp/225.1.5.36:1346
CGTN法语-(1080i),http://219.155.211.85:8888/udp/225.1.5.37:1347
CGTN阿拉伯语-(1080i),http://219.155.211.85:8888/udp/225.1.5.38:1348
CGTN俄语-(1080i),http://219.155.211.85:8888/udp/225.1.5.39:1349
体育赛事-(1080i),http://219.155.211.85:8888/udp/225.1.4.235:1281
爱体育-(1080i),http://219.155.211.85:8888/udp/225.1.4.168:1220
爱电影-(576i),http://219.155.211.85:8888/udp/225.1.4.6:1035
爱大剧-(576i),http://219.155.211.85:8888/udp/225.1.4.8:1037
经典电影-(576i),http://219.155.211.85:8888/udp/225.1.4.175:1233
爱生活-(576p),http://219.155.211.85:8888/udp/225.1.4.176:1225
好学生-(576p),http://219.155.211.85:8888/udp/225.1.4.177:1226
国学-(576p),http://219.155.211.85:8888/udp/225.1.4.178:1227
早教-(576p),http://219.155.211.85:8888/udp/225.1.4.179:1228
高网-(576p),http://219.155.211.85:8888/udp/225.1.4.180:1229
军事-(576p),http://219.155.211.85:8888/udp/225.1.4.181:1230
美妆-(576p),http://219.155.211.85:8888/udp/225.1.4.182:1231
地理-(576p),http://219.155.211.85:8888/udp/225.1.4.183:1232
足球-(576p),http://219.155.211.85:8888/udp/225.1.4.200:1250
爱综艺-(576i),http://219.155.211.85:8888/udp/225.1.4.204:1252
魅力时尚-(576i),http://219.155.211.85:8888/udp/225.1.4.205:1253
网络棋牌-(576i),http://219.155.211.85:8888/udp/225.1.4.211:1264
精选-(576p),http://219.155.211.85:8888/udp/225.1.4.253:1299
收视指南-(576i),http://219.155.211.85:8888/udp/225.1.4.50:1079
CCTV1综合-(576i),http://219.155.211.85:8888/udp/225.1.4.1:1030
CCTV2财经-(576i),http://219.155.211.85:8888/udp/225.1.4.2:1031
CCTV4中文国际-(576i),http://219.155.211.85:8888/udp/225.1.4.4:1033
CCTV7国防军事-(576i),http://219.155.211.85:8888/udp/225.1.4.7:1036
CCTV9记录-(576i),http://219.155.211.85:8888/udp/225.1.4.9:1038
CCTV10科教-(576i),http://219.155.211.85:8888/udp/225.1.4.10:1039
CCTV11戏曲-(576i),http://219.155.211.85:8888/udp/225.1.4.11:1040
CCTV12社会与法-(576i),http://219.155.211.85:8888/udp/225.1.4.12:1041
CCTV13新闻-(576i),http://219.155.211.85:8888/udp/225.1.4.13:1042
CCTV14少儿-(576i),http://219.155.211.85:8888/udp/225.1.4.14:1043
CCTV15音乐-(576i),http://219.155.211.85:8888/udp/225.1.4.15:1044
CCTV17农业农村-(576i),http://219.155.211.85:8888/udp/225.1.4.227:2507
HNTV1河南卫视-(1080p),http://219.155.211.85:8888/udp/225.1.5.45:1355
HNTV1河南卫视-(576i),http://219.155.211.85:8888/udp/225.1.4.51:1080
HNTV1河南卫视备-(576i),http://219.155.211.85:8888/udp/225.1.5.42:1352
湖南卫视-(576i),http://219.155.211.85:8888/udp/225.1.4.17:1046
江苏卫视-(576i),http://219.155.211.85:8888/udp/225.1.4.18:1047
浙江卫视-(576p),http://219.155.211.85:8888/udp/225.1.4.19:1048
安徽卫视-(576i),http://219.155.211.85:8888/udp/225.1.4.20:1049
北京卫视-(576i),http://219.155.211.85:8888/udp/225.1.4.21:1050
东方卫视-(576i),http://219.155.211.85:8888/udp/225.1.4.22:1051
深圳卫视-(576p),http://219.155.211.85:8888/udp/225.1.4.23:1052
天津卫视-(576p),http://219.155.211.85:8888/udp/225.1.4.24:1053
海南卫视-(576i),http://219.155.211.85:8888/udp/225.1.4.25:1054
辽宁卫视-(576i),http://219.155.211.85:8888/udp/225.1.4.26:1055
山东卫视-(576p),http://219.155.211.85:8888/udp/225.1.4.27:1056
黑龙江卫视-(576i),http://219.155.211.85:8888/udp/225.1.4.28:1057
重庆卫视-(576p),http://219.155.211.85:8888/udp/225.1.4.29:1058
广东卫视-(576i),http://219.155.211.85:8888/udp/225.1.4.30:1059
东南卫视-(576i),http://219.155.211.85:8888/udp/225.1.4.32:1061
云南卫视-(576p),http://219.155.211.85:8888/udp/225.1.4.33:1062
河北卫视-(576p),http://219.155.211.85:8888/udp/225.1.4.34:1063
湖北卫视-(576i),http://219.155.211.85:8888/udp/225.1.4.35:1064
吉林卫视-(576i),http://219.155.211.85:8888/udp/225.1.4.36:1065
江西卫视-(576i),http://219.155.211.85:8888/udp/225.1.4.37:1066
四川卫视-(576i),http://219.155.211.85:8888/udp/225.1.4.40:1069
